id	PMID	Year	File	Website	Consortium	Domain	ChapterLevel	SubchapterLevel	Trait	uniqTrait	Population	Ncase	Ncontrol	N	Genome	Nsnps	Nhits	SNPh2	SNPh2_se	SNPh2_z	SNPh2_l	SNPh2_l_se	LambdaGC	Chi2	Intercept	Note	DateAdded	DateLastModified
430	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Amino acid::Valine, leucine and isoleucine metabolism::isovalerylcarnitine	Isovalerylcarnitine	EUR			7789	hg18	2231089	3	0.3135	0.0823	3.809234508			0.9809	0.9921	0.9456	File: M34407.metal.pos.txt.gz	2017-02-07	2017-02-11
431	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Amino acid::Valine, leucine and isoleucine metabolism::leucine	Leucine	EUR			7799	hg18	2231123	11	1.1218	0.0772	14.53108808			1.1113	1.1916	1.0333	File: M00060.metal.pos.txt.gz	2017-02-07	2017-02-11
432	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Amino acid::Valine, leucine and isoleucine metabolism::levulinate (4-oxovalerate)	Levulinate (4-oxovalerate)	EUR			6982	hg18	2230582	2	0.7115	0.08	8.89375			1.0988	1.1279	1.0372	File: M22177.metal.pos.txt.gz	2017-02-07	2017-02-11
433	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Amino acid::Valine, leucine and isoleucine metabolism::valine	Valine	EUR			7808	hg18	2231131	1	0.3581	0.0509	7.035363458			0.8423	0.8498	0.7994	File: M01649.metal.pos.txt.gz	2017-02-07	2017-02-11
434	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Aminosugars metabolism::erythronate*	Erythronate	EUR			7752	hg18	2231085	3	0.5214	0.0782	6.667519182			1.0957	1.1186	1.0445	File: M33477.metal.pos.txt.gz	2017-02-07	2017-02-11
435	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Fructose, mannose, galactose, starch, and sucrose metabolism::erythrose	Erythrose	EUR			7263	hg18	2231082	0	0.0635	0.057	1.114035088			0.9374	0.9358	0.9271	File: M27722.metal.pos.txt.gz	2017-02-07	2017-02-11
436	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Fructose, mannose, galactose, starch, and sucrose metabolism::fructose	Fructose	EUR			7781	hg18	2231113	0	0.0655	0.0547	1.197440585			0.9402	0.9423	0.9328	File: M00577.metal.pos.txt.gz	2017-02-07	2017-02-11
437	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Fructose, mannose, galactose, starch, and sucrose metabolism::mannitol	Mannitol	EUR			5917	hg18	2231071	0	0.0553	0.0729	0.758573388			1.0046	1.0038	0.9976	File: M15335.metal.pos.txt.gz	2017-02-07	2017-02-11
438	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Fructose, mannose, galactose, starch, and sucrose metabolism::mannose	Mannose	EUR			7793	hg18	2231128	1	-0.0945	0.0763	-1.23853211			0.9809	0.9944	1.0083	File: M00584.metal.pos.txt.gz	2017-02-07	2017-02-11
439	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::1,5-anhydroglucitol (1,5-AG)	1,5-anhydroglucitol (1,5-AG)	EUR			7746	hg18	2231113	3	0.3376	0.1083	3.117266851			1.0527	1.0801	1.0295	File: M20675.metal.pos.txt.gz	2017-02-07	2017-02-11
440	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::1,6-anhydroglucose	1,6-anhydroglucose	EUR			3663	hg18	2229061	1									File: M21049.metal.pos.txt.gz	2017-02-07	2017-02-11
441	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::glucose	Glucose	EUR			7773	hg18	2231107	1	0.1116	0.0702	1.58974359			1.0436	1.0515	1.035	File: M20489.metal.pos.txt.gz	2017-02-07	2017-02-11
442	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::glycerate	Glycerate	EUR			7778	hg18	2231151	0	0.0791	0.0716	1.104748603			1.0225	1.0285	1.0168	File: M01572.metal.pos.txt.gz	2017-02-07	2017-02-11
443	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::lactate	Lactate	EUR			7814	hg18	2231136	0	-0.0345	0.0723	-0.477178423			0.9927	0.9943	0.9994	File: M00527.metal.pos.txt.gz	2017-02-07	2017-02-11
444	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Glycolysis, gluconeogenesis, pyruvate metabolism::pyruvate	Pyruvate	EUR			7682	hg18	2231047	0	0.1561	0.057	2.738596491			1.0195	1.0201	0.998	File: M00599.metal.pos.txt.gz	2017-02-07	2017-02-11
445	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Nucleotide sugars, pentose metabolism::arabinose	Arabinose	EUR			5889	hg18	2230918	0	-0.0968	0.0715	-1.353846154			0.9202	0.9186	0.9292	File: M00575.metal.pos.txt.gz	2017-02-07	2017-02-11
446	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Carbohydrate::Nucleotide sugars, pentose metabolism::threitol	Threitol	EUR			7381	hg18	2231132	0	-0.0437	0.0558	-0.783154122			0.9345	0.9349	0.941	File: M35854.metal.pos.txt.gz	2017-02-07	2017-02-11
447	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Ascorbate and aldarate metabolism::ascorbate (Vitamin C)	Ascorbate (Vitamin C)	EUR			2085	hg18	2231004	0									File: M01640.metal.pos.txt.gz	2017-02-07	2017-02-11
448	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Ascorbate and aldarate metabolism::threonate	Threonate	EUR			7782	hg18	2231128	0	0.1786	0.0627	2.848484848			0.9576	0.9636	0.9374	File: M27738.metal.pos.txt.gz	2017-02-07	2017-02-11
449	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Hemoglobin and porphyrin metabolism::bilirubin (E,E)*	Bilirubin (E,E)	EUR			7748	hg18	2231138	1	0.0889	0.0683	1.301610542			0.978	0.9838	0.9709	File: M32586.metal.pos.txt.gz	2017-02-07	2017-02-11
450	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Hemoglobin and porphyrin metabolism::bilirubin (E,Z or Z,E)*	Bilirubin (E,Z or Z,E)	EUR			5295	hg18	2231107	1	0.0111	0.088	0.126136364			1.0075	1.0087	1.0077	File: M34106.metal.pos.txt.gz	2017-02-07	2017-02-11
451	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Hemoglobin and porphyrin metabolism::bilirubin (Z,Z)	Bilirubin (Z,Z)	EUR			6812	hg18	2231109	1	0.0184	0.0749	0.245660881			1.0075	1.0144	1.0121	File: M27716.metal.pos.txt.gz	2017-02-07	2017-02-11
452	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Hemoglobin and porphyrin metabolism::heme*	Heme	EUR			6380	hg18	2231044	0	0.1125	0.0723	1.556016598			1.0135	1.0126	0.9995	File: M32593.metal.pos.txt.gz	2017-02-07	2017-02-11
453	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Hemoglobin and porphyrin metabolism::biliverdin	Biliverdin	EUR			6686	hg18	2230794	1	0.0313	0.0779	0.401797176			1.0046	1.0146	1.0107	File: M02137.metal.pos.txt.gz	2017-02-07	2017-02-11
454	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Pantothenate and CoA metabolism::pantothenate	Pantothenate	EUR			7604	hg18	2231070	1	0.2306	0.0666	3.462462462			1.0466	1.0575	1.025	File: M01508.metal.pos.txt.gz	2017-02-07	2017-02-11
455	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Tocopherol metabolism::alpha-tocopherol	Alpha-tocopherol	EUR			7725	hg18	2231120	0	0.0123	0.0601	0.204658902			0.9605	0.9666	0.9649	File: M01561.metal.pos.txt.gz	2017-02-07	2017-02-11
456	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Tocopherol metabolism::gamma-tocopherol	Gamma-tocopherol	EUR			6226	hg18	2230760	0	0.0276	0.0803	0.343711083			1.0046	1.0112	1.008	File: M33420.metal.pos.txt.gz	2017-02-07	2017-02-11
457	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Cofactors and vitamins::Vitamin B6 metabolism::pyridoxate	Pyridoxate	EUR			7703	hg18	2231105	0	-0.0187	0.063	-0.296825397			0.9868	0.9946	0.9973	File: M31555.metal.pos.txt.gz	2017-02-07	2017-02-11
458	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Krebs cycle::alpha-ketoglutarate	Alpha-ketoglutarate	EUR			6130	hg18	2230921	0	0.0924	0.0793	1.16519546			1.0165	1.0262	1.0156	File: M33453.metal.pos.txt.gz	2017-02-07	2017-02-11
459	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Krebs cycle::citrate	Citrate	EUR			7813	hg18	2231128	5	0.4713	0.0824	5.719660194			1.0988	1.1233	1.0563	File: M01564.metal.pos.txt.gz	2017-02-07	2017-02-11
460	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Krebs cycle::malate	Malate	EUR			7384	hg18	2231068	1	0.0383	0.0684	0.55994152			1.0195	1.0317	1.0264	File: M01303.metal.pos.txt.gz	2017-02-07	2017-02-11
461	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Krebs cycle::succinylcarnitine	Succinylcarnitine	EUR			6948	hg18	2230921	6	0.4962	0.0769	6.452535761			1.0466	1.0825	1.0195	File: M37058.metal.pos.txt.gz	2017-02-07	2017-02-11
462	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Oxidative phosphorylation::acetylphosphate	Acetylphosphate	EUR			7789	hg18	2231130	2	0.2028	0.0722	2.808864266			1.0405	1.0494	1.0197	File: M15488.metal.pos.txt.gz	2017-02-07	2017-02-11
463	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Energy::Oxidative phosphorylation::phosphate	Phosphate	EUR			7789	hg18	2231137	0	0.2509	0.0426	5.889671362			0.773	0.7822	0.7463	File: M11438.metal.pos.txt.gz	2017-02-07	2017-02-11
464	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::cholate	Cholate	EUR			5929	hg18	2230901	0	-0.0619	0.0752	-0.823138298			1.0046	1.0034	1.0103	File: M22842.metal.pos.txt.gz	2017-02-07	2017-02-11
465	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::deoxycholate	Deoxycholate	EUR			5194	hg18	2230860	1	0.0447	0.1066	0.419324578			1.0075	1.0108	1.0063	File: M01114.metal.pos.txt.gz	2017-02-07	2017-02-11
466	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::glycochenodeoxycholate	Glycochenodeoxycholate	EUR			7087	hg18	2231014	1	-0.0264	0.0657	-0.401826484			1.0075	1.0064	1.0099	File: M32346.metal.pos.txt.gz	2017-02-07	2017-02-11
467	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::glycocholate	Glycocholate	EUR			5995	hg18	2230886	0	0.0079	0.0867	0.0911188			1.0016	1.0047	1.0038	File: M18476.metal.pos.txt.gz	2017-02-07	2017-02-11
468	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::glycodeoxycholate	Glycodeoxycholate	EUR			1477	hg18	2230492	0									File: M18477.metal.pos.txt.gz	2017-02-07	2017-02-11
469	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::hyodeoxycholate	Hyodeoxycholate	EUR			6025	hg18	2230828	0	-0.0244	0.081	-0.301234568			1.0075	1.0054	1.0081	File: M27531.metal.pos.txt.gz	2017-02-07	2017-02-11
470	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::taurochenodeoxycholate	Taurochenodeoxycholate	EUR			5716	hg18	2230948	0	-0.0047	0.087	-0.054022989			0.9605	0.9674	0.9679	File: M18494.metal.pos.txt.gz	2017-02-07	2017-02-11
471	24816252	2014	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/shin_et_al.metal.out.tar.gz	http://mips.helmholtz-muenchen.de/proj/GWAS/gwas/gwas_server/		Metabolic	Functions of the Digestive, Metabolic and Endocrine Systems	Water, Mineral and Electrolyte Balance Functions	Lipid::Bile acid metabolism::taurocholate	Taurocholate	EUR			4032	hg18	2230709	0									File: M18497.metal.pos.txt.gz	2017-02-07	2017-02-11
